NAME,B01003_001E,B19013_001E,B17001_002E,state,county
"Richland Parish, Louisiana",20777,36421,4154,22,083
"St. Martin Parish, Louisiana",53126,42794,9388,22,099
"Winn Parish, Louisiana",14855,31087,3466,22,127
"East Baton Rouge Parish, Louisiana",444690,49285,85254,22,033
"Allen Parish, Louisiana",25653,40948,3501,22,003
"Madison Parish, Louisiana",11873,23854,3962,22,065
"St. James Parish, Louisiana",21650,51107,3841,22,093
"Grant Parish, Louisiana",22362,39914,3460,22,043
"Jefferson Parish, Louisiana",435092,47947,72319,22,051
"Beauregard Parish, Louisiana",36259,45969,7137,22,011
"Bossier Parish, Louisiana",123403,52892,17303,22,015
"East Feliciana Parish, Louisiana",19855,45520,3317,22,037
"St. John the Baptist Parish, Louisiana",44161,50921,7893,22,095
"Ouachita Parish, Louisiana",155769,37754,36312,22,073
"Rapides Parish, Louisiana",132225,40734,26645,22,079
"St. Landry Parish, Louisiana",83613,32625,22970,22,097
"Tangipahoa Parish, Louisiana",125486,41302,26962,22,105
"St. Mary Parish, Louisiana",53441,40781,11746,22,101
"West Carroll Parish, Louisiana",11454,31926,2746,22,123
"Union Parish, Louisiana",22533,34992,6166,22,111
"Caldwell Parish, Louisiana",9990,33294,2053,22,021
"East Carroll Parish, Louisiana",7501,21099,2903,22,035
"Lafayette Parish, Louisiana",231811,51869,36346,22,055
"Evangeline Parish, Louisiana",33768,30009,8373,22,039
"Lincoln Parish, Louisiana",47349,33467,14146,22,061
"St. Bernard Parish, Louisiana",42858,42753,8209,22,087
"Webster Parish, Louisiana",40617,33681,9327,22,119
"West Baton Rouge Parish, Louisiana",24669,53703,4662,22,121
"Iberville Parish, Louisiana",33229,45117,5612,22,047
"Red River Parish, Louisiana",8838,38000,1937,22,081
"Morehouse Parish, Louisiana",27012,28003,7432,22,067
"Orleans Parish, Louisiana",376738,36792,98823,22,071
"Terrebonne Parish, Louisiana",112742,47826,21627,22,109
"Calcasieu Parish, Louisiana",195887,45312,32864,22,019
"Claiborne Parish, Louisiana",16639,32072,4058,22,027
"Avoyelles Parish, Louisiana",41389,33739,8750,22,009
"Assumption Parish, Louisiana",23057,49167,3643,22,007
"Pointe Coupee Parish, Louisiana",22498,43825,4368,22,077
"Vermilion Parish, Louisiana",59110,45374,10379,22,113
"Lafourche Parish, Louisiana",97474,51030,14117,22,057
"Concordia Parish, Louisiana",20449,29654,5598,22,029
"LaSalle Parish, Louisiana",14899,37310,2857,22,059
"La Paz County, Arizona",20335,34466,3824,04,012
"Mohave County, Arizona",203362,38488,38874,04,015
"Coconino County, Arizona",136701,50234,28824,04,005
"Yavapai County, Arizona",215996,44748,34117,04,025
"Greenlee County, Arizona",9023,51628,1215,04,011
"Pinal County, Arizona",389772,49477,63201,04,021
"Nevada County, Arkansas",8793,30691,2424,05,099
"Cross County, Arkansas",17467,38103,3461,05,037
"Dallas County, Arkansas",7868,34084,1141,05,039
"Columbia County, Arkansas",24327,36619,5823,05,027
"Saline County, Arkansas",113833,55817,10176,05,125
"Van Buren County, Arkansas",17002,32312,3574,05,141
"Izard County, Arkansas",13480,32630,2663,05,065
"Martin County, Florida",151586,51593,17965,12,085
"Sarasota County, Florida",392038,51766,42386,12,115
"Citrus County, Florida",139654,38312,23903,12,017
"Santa Rosa County, Florida",161021,58923,19063,12,113
"Broward County, Florida",1843152,51968,265880,12,011
"Monroe County, Florida",75901,57290,9998,12,087
"Union County, Georgia",21725,40799,2860,13,291
"White County, Georgia",27791,40888,5195,13,311
"Paulding County, Georgia",147400,60109,18445,13,223
"Richmond County, Georgia",201291,37424,48498,13,245
"Berrien County, Georgia",19019,31835,4923,13,019
"Barrow County, Georgia",72012,52012,10902,13,013
"Clinch County, Georgia",6791,24015,2339,13,065
"Grady County, Georgia",25243,34187,7648,13,131
"Whitfield County, Georgia",103456,40596,19270,13,313
"Macon County, Georgia",14045,28684,3639,13,193
"Harris County, Georgia",32776,63824,2991,13,145
"Worth County, Georgia",21156,37974,4445,13,321
"Dooly County, Georgia",14293,28696,3673,13,093
"Webster County, Georgia",2720,37063,608,13,307
"Glascock County, Georgia",3087,40759,483,13,125
"Chatham County, Georgia",279290,47218,50980,13,051
"Johnson County, Georgia",9794,34438,2125,13,167
"Madison County, Georgia",28232,41912,4798,13,195
"Tift County, Georgia",40787,37653,11372,13,277
"Talbot County, Georgia",6490,34078,1291,13,263
"Terrell County, Georgia",9213,28688,3216,13,273
"Wilkinson County, Georgia",9386,38485,1640,13,319
"Randolph County, Georgia",7315,28377,2145,13,243
"Ware County, Georgia",35723,34909,9686,13,299
"Wilcox County, Georgia",8972,32043,1599,13,315
"Irwin County, Georgia",9408,34156,2300,13,155
"Bacon County, Georgia",11222,37162,1919,13,005
"Burke County, Georgia",23007,33641,7131,13,033
"Chattahoochee County, Georgia",11914,43378,960,13,053
"Decatur County, Georgia",27378,31284,7418,13,087
"Habersham County, Georgia",43527,40907,7220,13,137
"McIntosh County, Georgia",14007,42988,2956,13,191
"Monroe County, Georgia",26915,48744,3492,13,207
"Taliaferro County, Georgia",1721,26306,511,13,265
"Bryan County, Georgia",33151,63327,4487,13,029
"Camden County, Georgia",51445,52473,6365,13,039
"Crawford County, Georgia",12539,41825,2122,13,079
"Coffee County, Georgia",43003,33965,9975,13,069
"Gilmer County, Georgia",28673,40228,6664,13,123
"Walton County, Georgia",86201,54453,11801,13,297
"Dodge County, Georgia",21180,34271,4279,13,091
"Benton County, Indiana",8752,47046,1181,18,007
"Brown County, Indiana",15011,54615,1865,18,013
"Clinton County, Indiana",32835,48478,4504,18,023
"Putnam County, Indiana",37650,51355,3245,18,133
"Union County, Indiana",7299,44277,754,18,161
"Washington County, Indiana",27930,41289,4190,18,175
"Daviess County, Indiana",32411,47342,4192,18,027
"Dearborn County, Indiana",49679,58680,4553,18,029
"Henry County, Indiana",49146,41855,7465,18,065
"Knox County, Indiana",38062,42725,5630,18,083
"Lawrence County, Indiana",45814,45875,5850,18,093
"Madison County, Indiana",130280,44195,21089,18,095
"Perry County, Indiana",19414,47470,2276,18,123
"Pike County, Indiana",12687,44399,1243,18,125
"Pulaski County, Indiana",13047,43836,1808,18,131
"Steuben County, Indiana",34267,48472,3542,18,151
"Warren County, Indiana",8367,56042,740,18,171
"Wells County, Indiana",27796,51101,3306,18,179
"Decatur County, Indiana",26240,49799,3647,18,031
"Delaware County, Indiana",117335,38830,24209,18,035
"Jefferson County, Indiana",32453,45718,4343,18,077
"Jennings County, Indiana",28113,44736,4390,18,079
"Miami County, Indiana",36211,45184,5174,18,103
"Morgan County, Indiana",69403,55432,8237,18,109
"Newton County, Indiana",14057,46895,1892,18,111
"St. Joseph County, Indiana",267246,45471,45532,18,141
"Kosciusko County, Indiana",77983,52821,8645,18,085
"Switzerland County, Indiana",10500,44061,2022,18,155
"Vanderburgh County, Indiana",181305,43046,28870,18,163
"Carroll County, Indiana",20014,52005,2149,18,015
"Monroe County, Indiana",142404,42404,31707,18,105
"Fountain County, Indiana",16888,46760,1992,18,045
"Starke County, Indiana",23117,42208,3682,18,149
"Crawford County, Indiana",10591,38695,2166,18,025
"Greene County, Indiana",32815,45397,4398,18,055
"Marion County, Indiana",926335,42168,191309,18,097
"Benton County, Iowa",25803,60606,2440,19,011
"Dubuque County, Iowa",95906,54605,11189,19,061
"Fremont County, Iowa",7106,53324,757,19,071
"Pocahontas County, Iowa",7127,45069,987,19,151
"Taylor County, Iowa",6213,44246,860,19,173
"Van Buren County, Iowa",7432,45111,1095,19,177
"Ringgold County, Iowa",5061,47042,514,19,159
"Adams County, Iowa",3892,48043,388,19,003
"Audubon County, Iowa",5869,46979,552,19,009
"Clarke County, Iowa",9280,43327,1493,19,039
"Davis County, Iowa",8742,48888,1657,19,051
"Ida County, Iowa",7071,46993,809,19,093
"Johnson County, Iowa",139436,55700,23537,19,103
"Monroe County, Iowa",8002,46304,944,19,135
"Wapello County, Iowa",35315,42095,6399,19,179
"Sioux County, Iowa",34509,61627,2663,19,167
"Calhoun County, Iowa",9914,44921,1384,19,025
"Carroll County, Iowa",20629,50559,2047,19,027
"Cerro Gordo County, Iowa",43481,46122,5665,19,033
"Greene County, Iowa",9174,46898,1135,19,073
"Hardin County, Iowa",17393,51019,1454,19,083
"Lucas County, Iowa",8731,43962,1126,19,117
"Lyon County, Iowa",11723,57130,843,19,119
"Independence County, Arkansas",36952,36265,7783,05,063
"Winnebago County, Iowa",10614,47668,995,19,189
"Lincoln County, Maine",34156,50462,4073,23,015
"Waldo County, Maine",38976,44082,6243,23,027
"Penobscot County, Maine",153437,44271,24933,23,019
"Lincoln County, Arkansas",14062,32580,2257,05,079
"Logan County, Arkansas",22001,35325,4158,05,083
"Grant County, Arkansas",18054,46171,2134,05,053
"Crittenden County, Arkansas",49765,38004,11802,05,035
"Franklin County, Arkansas",17866,39285,3854,05,047
"Faulkner County, Arkansas",119343,51223,17768,05,045
"Pike County, Arkansas",11087,33097,2199,05,109
"Jefferson County, Arkansas",73548,36747,17205,05,069
"Marion County, Arkansas",16458,34195,3064,05,089
"Montgomery County, Arkansas",9197,33037,1620,05,097
"Scott County, Arkansas",10870,37321,2165,05,127
"Searcy County, Arkansas",7965,33083,1855,05,129
"Sebastian County, Arkansas",127273,38575,28975,05,131
"Crawford County, Arkansas",61748,41268,11304,05,033
"Benton County, Arkansas",238198,56239,28804,05,007
"Chicot County, Arkansas",11353,28913,3385,05,017
"Hot Spring County, Arkansas",33316,40000,5975,05,059
"Johnson County, Arkansas",25930,34139,5574,05,071
"Lee County, Arkansas",9966,28393,2304,05,077
"Madison County, Arkansas",15702,37691,3183,05,087
"Fulton County, Arkansas",12224,37066,2383,05,049
"Howard County, Arkansas",13555,34229,2910,05,061
"Mississippi County, Arkansas",44864,34612,11781,05,093
"Prairie County, Arkansas",8402,35833,1766,05,117
"Union County, Arkansas",40633,38678,8172,05,139
"Cleburne County, Arkansas",25711,42905,3676,05,023
"Cleveland County, Arkansas",8510,43158,1751,05,025
"Hempstead County, Arkansas",22336,32122,5940,05,057
"Sharp County, Arkansas",17055,30691,3944,05,135
"Washington County, Arkansas",216432,43524,41846,05,143
"Ashley County, Arkansas",21229,34263,4352,05,003
"Craighead County, Arkansas",101409,42475,19715,05,031
"Lafayette County, Arkansas",7270,31194,1731,05,073
"Perry County, Arkansas",10300,42346,1624,05,105
"Poinsett County, Arkansas",24210,33070,5416,05,111
"Sevier County, Arkansas",17268,36579,3755,05,133
"Calhoun County, Arkansas",5245,36899,907,05,013
"Bradley County, Arkansas",11206,33701,3218,05,011
"Lawrence County, Arkansas",17029,32379,3899,05,075
"Polk County, Arkansas",20364,33702,4878,05,113
"Conway County, Arkansas",21110,37732,4709,05,029
"Newton County, Arkansas",8052,34536,1637,05,101
"Little River County, Arkansas",12720,36205,2402,05,081
"Lonoke County, Arkansas",70691,53631,8697,05,085
"Miller County, Arkansas",43652,40317,8594,05,091
"St. Francis County, Arkansas",27345,32105,5857,05,123
"White County, Arkansas",78660,42554,14175,05,145
"Merced County, California",263885,42462,67417,06,047
"Mariposa County, California",17789,47681,2651,06,043
"Yuba County, California",73437,46892,15862,06,115
"Contra Costa County, California",1096068,80185,117915,06,013
"Lassen County, California",32645,51555,3563,06,035
"Stanislaus County, California",527367,50125,105927,06,099
"Sonoma County, California",495078,64240,57179,06,097
"Tehama County, California",63152,41001,12313,06,103
"Mono County, California",14146,56944,684,06,051
"San Benito County, California",57557,71077,6202,06,069
"Sacramento County, California",1465832,55987,262251,06,067
"El Dorado County, California",182093,69584,18831,06,017
"Palo Alto County, Iowa",9208,47113,948,19,147
"Shelby County, Iowa",11992,50952,1307,19,165
"Appanoose County, Iowa",12669,41394,1719,19,007
"Henry County, Iowa",20080,49321,2695,19,087
"Iowa County, Iowa",16344,59375,1391,19,095
"Jasper County, Iowa",36726,55033,3342,19,099
"Page County, Iowa",15660,43912,2262,19,145
"Winneshiek County, Iowa",20884,54429,1507,19,191
"Poweshiek County, Iowa",18705,51006,1767,19,157
"Pottawattamie County, Iowa",93213,51976,11779,19,155
"Marshall County, Iowa",40962,53351,4429,19,127
"Clayton County, Iowa",17806,48007,1941,19,043
"Boone County, Iowa",26401,52985,2588,19,015
"Bremer County, Iowa",24539,62163,1894,19,017
"Buena Vista County, Iowa",20507,48195,2452,19,021
"Howard County, Iowa",9494,49869,1081,19,089
"Emmet County, Iowa",9917,47795,1250,19,063
"Guthrie County, Iowa",10740,51013,1199,19,077
"Hancock County, Iowa",11092,52981,924,19,081
"Madison County, Iowa",15644,60060,1164,19,121
"Marion County, Iowa",33248,54693,3124,19,125
"Wright County, Iowa",12936,43698,1412,19,197
"Cass County, Iowa",13590,43750,1855,19,029
"Crawford County, Iowa",17252,48084,3367,19,047
"Fayette County, Iowa",20589,44928,2550,19,065
"Harrison County, Iowa",14467,53567,1398,19,085
"Mills County, Iowa",14862,63979,1300,19,129
"Monona County, Iowa",9088,40302,1233,19,133
"Osceola County, Iowa",6211,49448,521,19,143
"Webster County, Iowa",37295,42408,5210,19,187
"Story County, Iowa",93586,50438,19109,19,169
"Black Hawk County, Iowa",132496,48369,19887,19,013
"Grundy County, Iowa",12407,56750,757,19,075
"Jones County, Iowa",20560,55060,1950,19,105
"Mitchell County, Iowa",10762,49488,1005,19,131
"Montgomery County, Iowa",10465,42418,1717,19,137
"Sac County, Iowa",10101,49572,805,19,161
"Mahaska County, Iowa",22396,48726,3206,19,123
"Buchanan County, Iowa",20998,56150,1970,19,019
"Clinton County, Iowa",48365,50498,6608,19,045
"Decatur County, Iowa",8249,38560,1541,19,053
"Jefferson County, Iowa",17318,42899,2311,19,101
"Allamakee County, Iowa",14060,45890,1491,19,005
"Linn County, Iowa",216640,59322,20747,19,113
"Dallas County, Iowa",74892,76320,4796,19,049
"O'Brien County, Iowa",14092,55227,1013,19,141
"Stanton County, Kansas",2149,43780,113,20,187
"Meade County, Kansas",4383,52250,481,20,119
"Montgomery County, Kansas",34184,41083,6303,20,125
"Pratt County, Kansas",9739,49550,1144,20,151
"Rawlins County, Kansas",2545,41579,250,20,153
"Anderson County, Kansas",7896,40696,1362,20,003
"Ellsworth County, Kansas",6410,47736,484,20,053
"Geary County, Kansas",36787,43992,4463,20,061
"Ford County, Kansas",34714,50777,6183,20,057
"Russell County, Kansas",6988,41102,885,20,167
"Marshall County, Kansas",10005,45374,1087,20,117
"Allen County, Kansas",13081,38698,2257,20,001
"Cheyenne County, Kansas",2682,44500,214,20,023
"Cowley County, Kansas",36079,43860,5971,20,035
"Elk County, Kansas",2683,36458,483,20,049
"Piscataquis County, Maine",17156,37495,3520,23,021
"Androscoggin County, Maine",107393,47537,16332,23,001
"Aroostook County, Maine",70005,36923,12608,23,003
"Washington County, Maine",32191,38083,5946,23,029
"Cumberland County, Maine",286119,60051,32339,23,005
"Knox County, Maine",39723,50693,4304,23,013
"Sagadahoc County, Maine",35092,53298,4200,23,023
"York County, Maine",199682,57919,19192,23,031
"Kennebec County, Maine",121112,46917,16256,23,011
"Franklin County, Maine",30402,42811,4318,23,007
"Somerset County, Maine",51577,40066,8907,23,025
"Hancock County, Maine",54658,47030,7196,23,009
"Worcester County, Maryland",51519,56773,5567,24,047
"Baltimore city, Maryland",622454,42241,141654,24,510
"Somerset County, Maryland",25980,35154,4681,24,039
"Talbot County, Maryland",37799,58228,4202,24,041
"Harford County, Maryland",248966,80465,19854,24,025
"Howard County, Maryland",304115,110238,15759,24,027
"Prince George's County, Maryland",892816,74260,84018,24,033
"Baltimore County, Maryland",822959,67095,75464,24,005
"Frederick County, Maryland",241373,83700,16204,24,021
"Garrett County, Maryland",29813,45432,3615,24,023
"Kent County, Maryland",19923,58147,2051,24,029
"Carroll County, Maryland",167444,85385,9205,24,013
"Queen Anne's County, Maryland",48600,85963,3588,24,035
"Charles County, Maryland",152754,90607,11905,24,017
"Washington County, Maryland",149270,56228,18094,24,043
"Wicomico County, Maryland",101182,52278,15493,24,045
"Caroline County, Maryland",32661,52465,5086,24,011
"Suffolk County, Massachusetts",758919,55044,148278,25,025
"Dukes County, Massachusetts",17048,64222,1970,25,007
"Middlesex County, Massachusetts",1556116,85118,124958,25,017
"Bristol County, Massachusetts",552763,56842,68016,25,005
"Hampden County, Massachusetts",468041,50461,79308,25,013
"Essex County, Massachusetts",763849,69068,85417,25,009
"Franklin County, Massachusetts",71144,55221,8210,25,011
"Worcester County, Massachusetts",810935,65313,92288,25,027
"Hampshire County, Massachusetts",160759,61368,20317,25,015
"Chippewa County, Michigan",38586,41993,6485,26,033
"Allegan County, Michigan",112837,54264,14185,26,005
"Oakland County, Michigan",1229503,67465,123086,26,125
"Alger County, Michigan",9476,39300,1213,26,003
"Muskegon County, Michigan",171483,42829,31550,26,121
"Leelanau County, Michigan",21772,56189,2245,26,089
"Lapeer County, Michigan",88235,52996,9152,26,087
"Sanilac County, Michigan",42014,41100,6522,26,151
"Isabella County, Michigan",70669,39377,19390,26,073
"Ontonagon County, Michigan",6298,34459,967,26,131
"Tuscola County, Michigan",54420,43768,8317,26,157
"Alcona County, Michigan",10550,38033,1575,26,001
"Ionia County, Michigan",64064,49124,9084,26,067
"Kalkaska County, Michigan",17230,40534,2875,26,079
"Berrien County, Michigan",155565,44993,26719,26,021
"Oscoda County, Michigan",8444,33021,1656,26,135
"Wexford County, Michigan",32751,41534,5631,26,165
"Clinton County, Michigan",76905,60909,8933,26,037
"Dickinson County, Michigan",26012,43779,3523,26,043
"Huron County, Michigan",32290,42161,4486,26,063
"Ingham County, Michigan",283491,45679,59468,26,065
"Monterey County, California",428441,58783,69475,06,053
"Sierra County, California",3021,42833,438,06,091
"Cherokee County, Georgia",225944,68926,24273,13,057
"Lee County, Georgia",28946,61537,3417,13,177
"Pickens County, Georgia",29740,54123,3418,13,227
"Cook County, Georgia",17033,35683,4244,13,075
"Fulton County, Georgia",983903,57207,167391,13,121
"Hawaii County, Hawaii",191482,52108,36756,15,001
"Kauai County, Hawaii",69691,65101,7384,15,007
"Cassia County, Idaho",23369,45695,3645,16,031
"Lincoln County, Idaho",5260,43273,709,16,063
"Franklin County, Idaho",12914,48133,1696,16,041
"Canyon County, Idaho",198921,42888,37945,16,027
"Latah County, Idaho",38339,42439,7597,16,057
"Benewah County, Idaho",9088,39863,1490,16,009
"Clark County, Idaho",901,33672,163,16,033
"Fremont County, Idaho",12945,47988,1266,16,043
"Idaho County, Idaho",16312,38191,2528,16,049
"Power County, Idaho",7731,44779,1034,16,077
"Madison County, Illinois",267356,53431,34818,17,119
"Mercer County, Illinois",16107,54757,1498,17,131
"Sangamon County, Illinois",199016,56167,30297,17,167
"Randolph County, Illinois",33069,48158,3816,17,157
"Ogle County, Illinois",52397,54849,5477,17,141
"Stephenson County, Illinois",46625,45331,6849,17,177
"White County, Illinois",14464,44648,1916,17,193
"Henderson County, Illinois",7042,47672,692,17,071
"McLean County, Illinois",173114,62211,23795,17,113
"Pike County, Illinois",16144,40588,2133,17,149
"Rock Island County, Illinois",147161,48817,21223,17,161
"Wabash County, Illinois",11652,47491,1447,17,185
"Cumberland County, Illinois",10943,46061,1700,17,035
"Kane County, Illinois",524886,70696,59033,17,089
"Brown County, Illinois",6859,50739,565,17,009
"Marshall County, Illinois",12173,53423,1201,17,123
"Christian County, Illinois",34200,45334,4714,17,021
"Jackson County, Illinois",59534,33871,16853,17,077
"Union County, Illinois",17551,42606,2971,17,181
"Saline County, Illinois",24783,38258,5534,17,165
"Whiteside County, Illinois",57525,47401,6740,17,195
"DeKalb County, Illinois",104345,54101,18336,17,037
"Jasper County, Illinois",9635,54209,881,17,079
"Will County, Illinois",683995,76101,53482,17,197
"Douglas County, Illinois",19826,51810,2019,17,041
"Greene County, Illinois",13502,42565,2231,17,061
"Hardin County, Illinois",4228,38838,864,17,069
"Knox County, Illinois",52112,39976,9013,17,095
"Massac County, Illinois",15016,40977,2705,17,127
"Tazewell County, Illinois",135697,58194,11559,17,179
"Franklin County, Kansas",25753,51081,3264,20,059
"Hodgeman County, Kansas",1939,54856,88,20,083
"Isanti County, Minnesota",38296,59865,2802,27,059
"Mower County, Minnesota",39227,49427,5410,27,099
"Olmsted County, Minnesota",148736,68023,13237,27,109
"St. Clair County, Alabama",85864,51859,13417,01,115
"Baldwin County, Alabama",195121,50254,25798,01,003
"Houston County, Alabama",103534,41571,18746,01,069
"Tuscaloosa County, Alabama",200458,46565,36274,01,125
"Coffee County, Alabama",50884,46729,8581,01,031
"Pike County, Alabama",33155,32825,8158,01,109
"Grant County, Minnesota",5961,50174,533,27,051
"Mahnomen County, Minnesota",5496,41118,1350,27,087
"Yellow Medicine County, Minnesota",10092,53041,1175,27,173
"Blue Earth County, Minnesota",65125,50061,11745,27,013
"Lake of the Woods County, Minnesota",3949,42263,363,27,077
"St. Louis County, Minnesota",200506,48331,30869,27,137
"Dakota County, Minnesota",408456,75567,31270,27,037
"Lyon County, Minnesota",25699,51600,3456,27,083
"Renville County, Minnesota",15171,52149,1646,27,129
"Cook County, Minnesota",5194,52299,588,27,031
"Clarke County, Alabama",25070,32011,6107,01,025
"Montgomery County, Alabama",228138,44369,49918,01,101
"Henry County, Alabama",17252,41997,2657,01,067
"Tallapoosa County, Alabama",41153,39206,9117,01,123
"Aleutians West Census Area, Alaska",5684,84306,499,02,016
"Northwest Arctic Borough, Alaska",7732,63648,1824,02,188
"Sitka City and Borough, Alaska",8943,70376,798,02,220
"Ketchikan Gateway Borough, Alaska",13699,64222,1640,02,130
"Dillingham Census Area, Alaska",4979,54173,894,02,070
"Juneau City and Borough, Alaska",32531,85746,2110,02,110
"Yukon-Koyukuk Census Area, Alaska",5644,38491,1252,02,290
"Denali Borough, Alaska",2060,81544,254,02,068
"Hoonah-Angoon Census Area, Alaska",2128,52419,252,02,105
"Wrangell City and Borough, Alaska",2387,48603,279,02,275
"Pima County, Arizona",998537,46162,187250,04,019
"Graham County, Arizona",37407,45964,7446,04,009
"Cochise County, Arizona",129647,45075,21102,04,003
"Apache County, Arizona",72124,31757,25852,04,001
"Yuma County, Arizona",202987,40743,40508,04,027
"Navajo County, Arizona",107656,35921,32141,04,017
"Clay County, Arkansas",15400,32552,3324,05,021
"Drew County, Arkansas",18740,32819,5023,05,043
"Randolph County, Arkansas",17695,34044,3651,05,121
"Boone County, Arkansas",37227,39251,6465,05,009
"Desha County, Arkansas",12379,27197,4029,05,041
"Garland County, Arkansas",96954,38733,19802,05,051
"Pope County, Arkansas",62830,39810,11818,05,115
"Banks County, Georgia",18336,41472,3026,13,011
"Bulloch County, Georgia",72386,36032,21794,13,031
"San Diego County, California",3223096,64309,454876,06,073
"Tulare County, California",454033,42031,125775,06,107
"Yolo County, California",207320,54989,39688,06,113
"Humboldt County, California",135034,42197,28158,06,023
"Nevada County, California",98570,56521,12367,06,057
"Alpine County, California",1131,52917,195,06,003
"Madera County, California",153187,45073,33968,06,039
"Mendocino County, California",87544,42980,17527,06,045
"Santa Cruz County, California",269278,67256,39053,06,087
"Trinity County, California",13373,34974,2562,06,105
"Clarke County, Georgia",120905,32162,40559,13,059
"Clay County, Georgia",3104,20438,1285,13,061
"Echols County, Georgia",4048,32959,1170,13,101
"Glynn County, Georgia",81743,45918,14981,13,127
"DeKalb County, Georgia",716331,51376,135469,13,089
"Haralson County, Georgia",28565,41910,5724,13,143
"Jackson County, Georgia",61420,53379,8314,13,157
"Jefferson County, Georgia",16374,26557,4889,13,163
"Jones County, Georgia",28738,51857,4770,13,169
"Lincoln County, Georgia",7720,34243,1912,13,181
"Murray County, Georgia",39401,35539,7765,13,213
"Muscogee County, Georgia",200285,42306,38921,13,215
"Pulaski County, Georgia",11590,38750,1929,13,235
"Rabun County, Georgia",16266,35211,3458,13,241
"Stewart County, Georgia",5868,21118,1645,13,259
"Towns County, Georgia",10800,37000,1862,13,281
"Treutlen County, Georgia",6762,38596,1242,13,283
"Turner County, Georgia",8338,31806,2027,13,287
"Atkinson County, Georgia",8294,30933,2370,13,003
"Appling County, Georgia",18417,37135,3745,13,001
"Brantley County, Georgia",18452,37206,3812,13,025
"Ben Hill County, Georgia",17477,29994,6024,13,017
"Catoosa County, Georgia",65375,50876,8061,13,047
"Chattooga County, Georgia",25241,32913,5488,13,055
"Columbia County, Georgia",136204,71021,12517,13,073
"Floyd County, Georgia",96169,41549,19605,13,115
"Forsyth County, Georgia",196236,88816,13547,13,117
"Hart County, Georgia",25498,37653,5403,13,147
"Lowndes County, Georgia",113203,36834,28907,13,185
"Meriwether County, Georgia",21297,35832,4733,13,199
"Putnam County, Georgia",21247,44299,3446,13,237
"Sumter County, Georgia",31429,32758,9741,13,261
"Warren County, Georgia",5561,29176,1485,13,301
"Baker County, Georgia",3292,44297,752,13,007
"Butts County, Georgia",23445,41667,4329,13,035
"Candler County, Georgia",11031,30185,3398,13,043
"Carroll County, Georgia",112595,43586,22441,13,045
"Early County, Georgia",10579,31680,2916,13,099
"Crisp County, Georgia",23314,31615,7468,13,081
"Coweta County, Georgia",133416,62461,17489,13,077
"Cobb County, Georgia",719133,65873,87880,13,067
"Dade County, Georgia",16445,46434,2300,13,083
"Wilkes County, Georgia",9991,32727,2795,13,317
"Brooks County, Georgia",15637,32663,4265,13,027
"Gordon County, Georgia",55889,41612,11188,13,129
"Elbert County, Georgia",19537,35388,3664,13,105
"Fayette County, Georgia",108655,79066,9129,13,113
"Jenkins County, Georgia",8922,24604,2984,13,165
"Newton County, Georgia",102645,49179,17281,13,217
"Greene County, Georgia",16331,42408,4033,13,133
"Colquitt County, Georgia",46024,32409,12086,13,071
"Dawson County, Georgia",22673,56943,3156,13,085
"Clayton County, Georgia",267234,40938,65787,13,063
"Hall County, Georgia",187916,51202,34120,13,139
"Honolulu County, Hawaii",984178,74460,92404,15,003
"Maui County, Hawaii",160863,66476,17388,15,009
"Kalawao County, Hawaii",85,66250,12,15,005
"Oneida County, Idaho",4245,41338,615,16,071
"Gem County, Idaho",16731,40828,2980,16,045
"Valley County, Idaho",9720,48384,1434,16,085
"Jewell County, Kansas",3038,40553,466,20,089
"Kearny County, Kansas",3952,50506,412,20,093
"Rice County, Kansas",10014,48460,1365,20,159
"Stafford County, Kansas",4320,47377,675,20,185
"McPherson County, Kansas",29252,56128,1993,20,113
"Osage County, Kansas",16080,49915,1997,20,139
"Greeley County, Kansas",1224,47750,97,20,071
"Coffey County, Kansas",8458,57433,833,20,031
"Crawford County, Kansas",39304,36534,8219,20,037
"Ellis County, Kansas",28993,45579,4353,20,051
"Los Angeles County, California",10038388,56196,1800265,06,037
"Riverside County, California",2298032,56603,379985,06,065
"San Bernardino County, California",2094769,53433,397766,06,071
"Santa Clara County, California",1868149,96310,175690,06,085
"Marin County, California",258349,93257,20964,06,041
"Placer County, California",366280,73948,32427,06,061
"Siskiyou County, California",43895,37170,10026,06,093
"Shasta County, California",178942,44620,31707,06,089
"Solano County, California",425753,66828,55534,06,095
"Del Norte County, California",27788,40847,5207,06,015
"Glenn County, California",28029,39349,5721,06,021
"Butte County, California",222564,43444,47532,06,007
"Plumas County, California",18966,47333,2687,06,063
"San Luis Obispo County, California",276517,60691,38630,06,079
"Kern County, California",865736,49026,195744,06,029
"Ventura County, California",840833,77348,91880,06,111
"Calaveras County, California",44767,53233,5590,06,009
"San Mateo County, California",748731,93623,59232,06,081
"Tuolumne County, California",54079,50306,7010,06,109
"Amador County, California",36995,54171,4191,06,005
"Phillips County, Colorado",4371,43639,658,08,095
"Denver County, Colorado",649654,53637,110299,08,031
"Kiowa County, Colorado",1463,40304,189,08,061
"Baca County, Colorado",3701,38000,736,08,009
"Gilpin County, Colorado",5605,65670,413,08,047
"Kit Carson County, Colorado",7980,40603,1157,08,063
"Gunnison County, Colorado",15651,48071,2509,08,051
"Jefferson County, Colorado",552344,70164,46423,08,059
